Run	Experiment_Type	Class_Label
SRR11933238	PRJNA637522	1
SRR11933239	PRJNA637522	0
SRR11933240	PRJNA637522	1
SRR11933242	PRJNA637522	1
SRR11933244	PRJNA637522	0
SRR11933246	PRJNA637522	1
SRR11933249	PRJNA637522	1
SRR11933251	PRJNA637522	1
SRR11933252	PRJNA637522	1
SRR11933253	PRJNA637522	0
SRR11933255	PRJNA637522	1
SRR11933257	PRJNA637522	1
SRR11933260	PRJNA637522	1
SRR11933266	PRJNA637522	0
SRR11933267	PRJNA637522	1
SRR11933269	PRJNA637522	0
SRR11933271	PRJNA637522	1
SRR11933274	PRJNA637522	0
SRR11933276	PRJNA637522	1
SRR11933277	PRJNA637522	0
SRR11933279	PRJNA637522	1
SRR11933280	PRJNA637522	1
SRR11933281	PRJNA637522	0
SRR11933283	PRJNA637522	1
SRR11933284	PRJNA637522	0
SRR11933285	PRJNA637522	1
SRR11933287	PRJNA637522	1
SRR11933292	PRJNA637522	1
SRR11933295	PRJNA637522	1
SRR11933298	PRJNA637522	0
SRR11933300	PRJNA637522	1
SRR11933303	PRJNA637522	0
SRR11933304	PRJNA637522	1
SRR11933305	PRJNA637522	1
SRR11933308	PRJNA637522	1
SRR11933310	PRJNA637522	1
SRR11933311	PRJNA637522	0
SRR11933313	PRJNA637522	1
SRR11933314	PRJNA637522	1
SRR11933317	PRJNA637522	1
SRR11933319	PRJNA637522	1
SRR11933321	PRJNA637522	0
SRR11933323	PRJNA637522	1
SRR11933327	PRJNA637522	1
SRR11933329	PRJNA637522	1
SRR11933332	PRJNA637522	1
SRR11933334	PRJNA637522	1
SRR11933335	PRJNA637522	1
SRR11933337	PRJNA637522	0
SRR11933339	PRJNA637522	0
SRR11933341	PRJNA637522	0
SRR11933342	PRJNA637522	1
SRR11933346	PRJNA637522	1
SRR11933348	PRJNA637522	0
SRR11933350	PRJNA637522	1
SRR11933352	PRJNA637522	1
SRR11933353	PRJNA637522	1
SRR11933355	PRJNA637522	1
SRR11933357	PRJNA637522	0
SRR11933359	PRJNA637522	1
SRR11933361	PRJNA637522	0
SRR11933363	PRJNA637522	1
SRR11933364	PRJNA637522	1
SRR11933366	PRJNA637522	0
SRR11933369	PRJNA637522	0
SRR11933371	PRJNA637522	0
SRR11933374	PRJNA637522	1
SRR11933375	PRJNA637522	1
SRR11933376	PRJNA637522	0
SRR11933377	PRJNA637522	1
SRR11933379	PRJNA637522	0
SRR11933381	PRJNA637522	1
SRR11933383	PRJNA637522	0
SRR11933385	PRJNA637522	1
SRR11933387	PRJNA637522	1
SRR11933389	PRJNA637522	0
SRR11933391	PRJNA637522	1
SRR11933394	PRJNA637522	1
SRR11933397	PRJNA637522	1
SRR11933398	PRJNA637522	0
SRR11933399	PRJNA637522	1
SRR11933400	PRJNA637522	1
SRR11933402	PRJNA637522	1
SRR11933404	PRJNA637522	1
SRR11933405	PRJNA637522	1
SRR11933407	PRJNA637522	1
SRR11933409	PRJNA637522	0
SRR11933411	PRJNA637522	1
SRR11933413	PRJNA637522	1
SRR11933414	PRJNA637522	1
SRR11933416	PRJNA637522	1
SRR11933417	PRJNA637522	1
SRR11933419	PRJNA637522	0
SRR11933420	PRJNA637522	1
SRR11933422	PRJNA637522	0
SRR11933424	PRJNA637522	1
SRR11933427	PRJNA637522	1
SRR11933428	PRJNA637522	1
SRR11933431	PRJNA637522	1
SRR11933435	PRJNA637522	1
SRR11933437	PRJNA637522	1
SRR11933438	PRJNA637522	0
SRR11933443	PRJNA637522	1
SRR11933445	PRJNA637522	1
SRR11933447	PRJNA637522	1
SRR11933449	PRJNA637522	1
SRR11933453	PRJNA637522	1
SRR11933457	PRJNA637522	0
SRR11933461	PRJNA637522	0
SRR11933463	PRJNA637522	1
SRR11933464	PRJNA637522	0
SRR11933466	PRJNA637522	1
SRR11933468	PRJNA637522	0
SRR11933470	PRJNA637522	1
SRR11933472	PRJNA637522	1
SRR11933473	PRJNA637522	1
SRR11933475	PRJNA637522	0
SRR11933476	PRJNA637522	1
SRR11933478	PRJNA637522	0
SRR11933480	PRJNA637522	1
SRR11933482	PRJNA637522	1
SRR11933484	PRJNA637522	0
SRR11933486	PRJNA637522	1
