Run,Instrument,LibraryLayout,ReleaseDate,AvgSpotLen,BioProject,BioProject_num,Ecotype,Treatment,Tissue,Developmental_stage
SRR2144469,Illumina HiSeq 2500,SINGLE,2016-02-05T00:00:00Z,48,PRJNA291919,11,B73,drought,floral,vegetative
SRR2144470,Illumina HiSeq 2500,SINGLE,2016-02-05T00:00:00Z,48,PRJNA291919,11,B73,drought,floral,vegetative
SRR2144471,Illumina HiSeq 2500,SINGLE,2016-02-05T00:00:00Z,48,PRJNA291919,11,B73,drought,floral,vegetative
SRR2144472,Illumina HiSeq 2500,SINGLE,2016-02-05T00:00:00Z,48,PRJNA291919,11,B73,drought,floral,reproductive
SRR2144473,Illumina HiSeq 2500,SINGLE,2016-02-05T00:00:00Z,48,PRJNA291919,11,B73,drought,floral,reproductive
SRR2144474,Illumina HiSeq 2500,SINGLE,2016-02-05T00:00:00Z,48,PRJNA291919,11,B73,drought,floral,reproductive
SRR2144475,Illumina HiSeq 2500,SINGLE,2016-02-05T00:00:00Z,48,PRJNA291919,11,B73,drought,floral,reproductive
SRR2338100,Illumina HiSeq 2000,PAIRED,2017-02-07T00:00:00Z,180,PRJNA294848,12,AC7729/TZSRW,drought,root,seedling
SRR4237200,Illumina HiSeq 4000,PAIRED,2017-02-07T00:00:00Z,300,PRJNA294848,12,AC7643,drought,root,seedling
SRR4237211,Illumina HiSeq 4000,PAIRED,2017-02-07T00:00:00Z,300,PRJNA294848,12,AC7729/TZSRW,drought,root,seedling
SRR4237217,Illumina HiSeq 4000,PAIRED,2017-02-07T00:00:00Z,300,PRJNA294848,12,RIL208,drought,root,seedling
SRR4237219,Illumina HiSeq 4000,PAIRED,2017-02-07T00:00:00Z,300,PRJNA294848,12,RIL64,drought,root,seedling
SRR2328376,Illumina HiSeq 2000,PAIRED,2017-02-07T00:00:00Z,180,PRJNA294848,12,RIL64,drought,root,seedling
SRR2316297,Illumina HiSeq 2000,PAIRED,2017-02-07T00:00:00Z,180,PRJNA294848,12,AC7643,drought,root,seedling
SRR2325170,Illumina HiSeq 2000,PAIRED,2017-02-07T00:00:00Z,180,PRJNA294848,12,RIL208,drought,root,seedling
SRR3105595,Illumina HiSeq 2500,PAIRED,2016-01-21T00:00:00Z,250,PRJNA309111,14,Zea mays ssp. mexicana L. variety “8493",control,,seedling
SRR3105599,Illumina HiSeq 2500,PAIRED,2016-01-21T00:00:00Z,250,PRJNA309111,14,Zea mays ssp. mexicana L. variety “8493",drought,,seedling
SRR3105594,Illumina HiSeq 2500,PAIRED,2016-01-21T00:00:00Z,250,PRJNA309111,14,Zea mays ssp. mexicana L. variety “8493",control,,seedling
SRR3105598,Illumina HiSeq 2500,PAIRED,2016-01-21T00:00:00Z,250,PRJNA309111,14,Zea mays ssp. mexicana L. variety “8493",drought,,seedling
SRR5344570,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,drought,seedling,seedling
SRR5344572,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,drought,seedling,seedling
SRR5344622,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,drought,seedling,seedling
SRR5344627,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,,seedling,seedling
SRR5344453,Illumina HiSeq 2500,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,control,seedling,seedling
SRR5344568,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,125,PRJNA378714,18,B73,control,seedling,seedling
SRR5344618,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,control,seedling,seedling
SRR5344620,Illumina HiSeq 2000,PAIRED,2017-04-14T00:00:00Z,250,PRJNA378714,18,B73,control,seedling,seedling
SRR5344621,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,control,seedling,seedling
SRR5344624,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,200,PRJNA378714,18,B73,control,seedling,seedling
SRR5344625,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,,seedling,seedling
SRR5344560,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,control,seedling,seedling
SRR5344571,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,drought,seedling,seedling
SRR5344623,Illumina HiSeq 2000,PAIRED,2018-03-15T00:00:00Z,250,PRJNA378714,18,B73,control,seedling,seedling
SRR5358803,Illumina HiSeq 2500,PAIRED,2017-03-20T00:00:00Z,250,PRJNA379712,19,Lv28,control,leaf,vegetative
SRR5358804,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,251,PRJNA379712,19,Lv28,control,leaf,vegetative
SRR5358805,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,251,PRJNA379712,19,H082183,control,leaf,vegetative
SRR5358806,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,251,PRJNA379712,19,H082183,control,leaf,vegetative
SRR5358807,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,250,PRJNA379712,19,Lv28,drought,leaf,vegetative
SRR5358808,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,249,PRJNA379712,19,Lv28,drought,leaf,vegetative
SRR5358809,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,251,PRJNA379712,19,H082183,drought,leaf,vegetative
SRR5358810,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,251,PRJNA379712,19,H082183,drought,leaf,vegetative
SRR5358811,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,250,PRJNA379712,19,Lv28,control,leaf,vegetative
SRR5358812,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,250,PRJNA379712,19,Lv28,control,leaf,vegetative
SRR5358813,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,251,PRJNA379712,19,H082183,control,leaf,vegetative
SRR5358814,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,251,PRJNA379712,19,H082183,control,leaf,vegetative
SRR5358815,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,250,PRJNA379712,19,Lv28,drought,leaf,vegetative
SRR5358816,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,251,PRJNA379712,19,Lv28,drought,leaf,vegetative
SRR5358817,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,251,PRJNA379712,19,H082183,drought,leaf,vegetative
SRR5358818,Illumina HiSeq 2500,PAIRED,2017-03-21T00:00:00Z,250,PRJNA379712,19,H082183,drought,leaf,vegetative
SRR5674375,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,drought,ear,grain_filling
SRR5674376,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,drought,ear,grain_filling
SRR5674377,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,drought,ear,grain_filling
SRR5674378,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,drought,ear,grain_filling
SRR5674379,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,drought,ear,grain_filling
SRR5674380,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,control,ear,grain_filling
SRR5674381,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,control,ear,grain_filling
SRR5674382,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,control,ear,grain_filling
SRR5674383,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,control,ear,grain_filling
SRR5674384,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,control,ear,grain_filling
SRR5674385,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,control,ear,grain_filling
SRR5674386,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,control,ear,grain_filling
SRR5674387,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,control,ear,grain_filling
SRR5674388,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,control,ear,grain_filling
SRR5674389,Illumina HiSeq 2000,PAIRED,2017-06-13T00:00:00Z,202,PRJNA389717,21,B73,drought,ear,grain_filling
SRR5989965,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,149,PRJNA397964,22,,,leaf,
SRR5989966,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,148,PRJNA397964,22,,,leaf,
SRR5989967,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,149,PRJNA397964,22,,,leaf,
SRR5989968,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,149,PRJNA397964,22,,,leaf,
SRR5989969,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,149,PRJNA397964,22,,,leaf,
SRR5989970,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,149,PRJNA397964,22,,,leaf,
SRR5989971,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,149,PRJNA397964,22,,,leaf,
SRR5989972,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,149,PRJNA397964,22,,,leaf,
SRR5989973,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,149,PRJNA397964,22,,,leaf,
SRR5989974,HiSeq X Ten,PAIRED,2017-11-01T00:00:00Z,149,PRJNA397964,22,,,leaf,
SRR6322637,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,244,PRJNA419326,23,,,seedling,
SRR6322638,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,244,PRJNA419326,23,,,seedling,
SRR6322639,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,258,PRJNA419326,23,,,seedling,
SRR6322640,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,258,PRJNA419326,23,,,seedling,
SRR6322641,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,244,PRJNA419326,23,,,seedling,
SRR6322642,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,257,PRJNA419326,23,,,seedling,
SRR6322643,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,259,PRJNA419326,23,,,seedling,
SRR6322644,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,244,PRJNA419326,23,,,seedling,
SRR6322645,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,244,PRJNA419326,23,,,seedling,
SRR6322646,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,244,PRJNA419326,23,,,seedling,
SRR6322647,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,244,PRJNA419326,23,,,seedling,
SRR6322648,Illumina HiSeq 2500,PAIRED,2018-06-01T00:00:00Z,300,PRJNA419326,23,,,seedling,
SRR6402360,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402361,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402362,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402363,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402364,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402365,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402366,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402367,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402368,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402369,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402370,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402371,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402372,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402373,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402374,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402375,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402376,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402377,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402378,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402379,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402380,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402381,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402382,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402383,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402384,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402385,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402386,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402387,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402388,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402389,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402390,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402391,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402392,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402393,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402394,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402395,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402396,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402397,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402398,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402399,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402400,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402401,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402402,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402403,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402404,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402405,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402406,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402407,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402408,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402409,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402410,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402411,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402412,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402413,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402414,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402415,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402416,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402417,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402418,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402419,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402420,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402421,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402422,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402423,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402424,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402425,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,pith,
SRR6402426,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402427,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,pith,
SRR6402428,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402429,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402430,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402431,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402432,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402433,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402434,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402435,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402436,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402437,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402438,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402439,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402440,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402441,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402442,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402443,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402444,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402445,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402446,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402447,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402448,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402449,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402450,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402451,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402452,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402453,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402454,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402455,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402456,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402457,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402458,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402459,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402460,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402461,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402462,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402463,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402464,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402465,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402466,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402467,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402468,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402469,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402470,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402471,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402472,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402473,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402474,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402475,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402476,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402477,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402478,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402479,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402480,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402481,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402482,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402483,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402484,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402485,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402486,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402487,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402488,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402489,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402490,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402491,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402492,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402493,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402494,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402495,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402496,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402497,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
